LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
RVENTX7M1D,36.0,47271.0,30781.0,533.0,1.0,3.0,15.68,12.0,0.77,PhD,Part-time,Divorced,Yes,Yes,Home,No,0.0
GIUN9TTUQZ,43.0,77907.0,217725.0,665.0,29.0,4.0,20.52,60.0,0.83,High School,Unemployed,Married,No,Yes,Other,No,0.0
JVQD6BEXJ6,54.0,15165.0,242644.0,449.0,13.0,2.0,18.67,48.0,0.48,High School,Part-time,Married,Yes,Yes,Home,No,1.0
KG58WLU7LO,65.0,145196.0,173857.0,473.0,100.0,4.0,21.26,48.0,0.78,Master's,Self-employed,Divorced,Yes,No,Other,Yes,0.0
HQLGEYBT0I,36.0,24893.0,41620.0,647.0,72.0,3.0,22.49,24.0,0.48,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,0.0
MQYAOT9483,57.0,94923.0,6580.0,300.0,18.0,1.0,21.67,60.0,0.31,PhD,Unemployed,Divorced,No,No,Business,No,0.0
16129PLYFI,22.0,21733.0,57835.0,810.0,59.0,4.0,8.57,36.0,0.12,PhD,Part-time,Single,Yes,No,Auto,No,0.0
SRMZXGZU67,64.0,143183.0,94543.0,341.0,20.0,1.0,4.05,24.0,0.47,PhD,Self-employed,Married,Yes,No,Other,Yes,0.0
XDXM3IOWMW,59.0,101910.0,20467.0,452.0,51.0,3.0,24.93,36.0,0.86,High School,Self-employed,Divorced,Yes,Yes,Auto,No,1.0
K77HB69XJ6,34.0,148944.0,209356.0,607.0,97.0,3.0,10.02,60.0,0.84,PhD,Unemployed,Married,No,No,Other,Yes,0.0
NUCVAODMB8,57.0,143585.0,48057.0,590.0,40.0,4.0,2.95,60.0,0.84,PhD,Part-time,Single,Yes,Yes,Auto,No,0.0
S0A333MUDL,42.0,24576.0,171008.0,314.0,114.0,1.0,23.92,36.0,0.76,High School,Part-time,Single,Yes,No,Education,No,0.0
MBDEQAS468,26.0,81977.0,96541.0,338.0,44.0,4.0,2.93,24.0,0.5,Master's,Part-time,Married,Yes,Yes,Education,Yes,0.0
5I9AKKQJU3,49.0,146988.0,69458.0,411.0,113.0,3.0,22.89,24.0,0.22,Master's,Unemployed,Married,Yes,Yes,Education,No,1.0
7XY7QIHSVF,53.0,53805.0,89001.0,572.0,98.0,4.0,12.16,12.0,0.44,PhD,Full-time,Single,Yes,Yes,Auto,Yes,0.0
5IGX9PY0EF,25.0,53416.0,242475.0,841.0,6.0,2.0,11.45,12.0,0.44,Master's,Part-time,Married,Yes,No,Home,Yes,0.0
O5K43PL6F6,44.0,70489.0,158455.0,460.0,67.0,4.0,17.82,24.0,0.66,High School,Full-time,Divorced,No,No,Other,Yes,1.0
66PL24QFQ1,22.0,68366.0,143174.0,780.0,46.0,3.0,6.22,36.0,0.77,High School,Self-employed,Single,No,Yes,Home,Yes,1.0
2JWY7ALDEY,58.0,42672.0,218884.0,416.0,51.0,4.0,13.72,48.0,0.41,High School,Part-time,Married,No,Yes,Business,Yes,0.0
2GPVSWFYM8,46.0,130894.0,57798.0,369.0,109.0,4.0,15.32,60.0,0.87,Bachelor's,Self-employed,Divorced,No,No,Business,No,0.0
Y51YTCY81A,23.0,72435.0,58061.0,396.0,47.0,3.0,11.05,24.0,0.31,Master's,Part-time,Married,No,Yes,Education,Yes,0.0
HJHX9QX71X,29.0,20316.0,193034.0,718.0,38.0,4.0,22.04,60.0,0.74,High School,Full-time,Single,Yes,Yes,Business,No,1.0
UWM38V1MVW,46.0,86927.0,228248.0,353.0,48.0,2.0,23.95,48.0,0.84,Master's,Part-time,Single,No,Yes,Education,Yes,0.0
00V4QY4KN5,47.0,95908.0,90275.0,467.0,70.0,3.0,12.26,36.0,0.55,Master's,Self-employed,Divorced,No,No,Other,No,0.0
IQFPXKUMHU,39.0,102818.0,43072.0,479.0,106.0,2.0,9.28,24.0,0.58,Master's,Self-employed,Divorced,No,Yes,Home,No,0.0
JLEDZEW8DU,32.0,52291.0,40585.0,666.0,95.0,4.0,19.46,36.0,0.25,PhD,Self-employed,Single,No,No,Other,Yes,0.0
DN5FHFKCRJ,36.0,36762.0,12020.0,610.0,36.0,1.0,17.06,12.0,0.13,PhD,Self-employed,Married,No,No,Other,No,0.0
0ATIDT8UKP,33.0,76112.0,54135.0,357.0,102.0,4.0,23.85,48.0,0.22,Bachelor's,Part-time,Married,No,No,Other,No,1.0
0KNPE2B9K9,38.0,82091.0,223972.0,599.0,15.0,1.0,19.28,60.0,0.59,Master's,Unemployed,Married,No,No,Home,Yes,0.0
XHP0IVBWYA,59.0,90641.0,96524.0,513.0,64.0,2.0,22.19,60.0,0.61,Bachelor's,Full-time,Single,No,No,Auto,Yes,0.0
0VVMRHRO0Y,37.0,27758.0,160513.0,575.0,62.0,4.0,8.17,60.0,0.83,PhD,Full-time,Divorced,Yes,Yes,Home,No,0.0
EYVU2518IU,33.0,27334.0,25268.0,494.0,103.0,4.0,9.22,24.0,0.53,High School,Unemployed,Divorced,Yes,Yes,Education,No,1.0
ML2OPXVVN7,59.0,146787.0,60935.0,340.0,110.0,1.0,5.57,24.0,0.24,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0.0
4YSKDCYQHC,53.0,87315.0,139843.0,328.0,64.0,2.0,21.27,60.0,0.75,Master's,Self-employed,Married,No,No,Business,Yes,1.0
QJIZVF3FLM,20.0,147629.0,126516.0,798.0,82.0,3.0,2.14,36.0,0.25,Master's,Part-time,Divorced,Yes,No,Education,Yes,1.0
B280I75F96,29.0,25654.0,58485.0,374.0,35.0,1.0,8.82,12.0,0.16,Master's,Full-time,Divorced,No,Yes,Education,No,0.0
9EHOLYHERQ,56.0,63420.0,85223.0,352.0,86.0,1.0,2.14,24.0,0.39,Master's,Full-time,Divorced,No,No,Home,No,0.0
S1EESQZN8Y,58.0,92276.0,66237.0,496.0,101.0,1.0,13.03,36.0,0.59,High School,Part-time,Divorced,No,Yes,Auto,Yes,0.0
XHI7C54MAK,18.0,114929.0,166808.0,603.0,34.0,4.0,20.92,60.0,0.77,Master's,Self-employed,Single,No,No,Home,Yes,1.0
SNIDH8V71L,44.0,132134.0,161358.0,424.0,91.0,4.0,4.99,60.0,0.18,High School,Part-time,Single,No,Yes,Other,No,0.0
LVO5E6TB3H,31.0,119932.0,160829.0,546.0,13.0,2.0,24.93,60.0,0.19,Master's,Part-time,Single,Yes,No,Other,No,1.0
M7VV66VS4R,33.0,100403.0,125691.0,628.0,23.0,1.0,4.63,12.0,0.34,PhD,Unemployed,Single,Yes,Yes,Home,No,0.0
N2FBNWZ95C,21.0,102012.0,35746.0,701.0,103.0,2.0,19.51,36.0,0.61,High School,Part-time,Single,No,Yes,Auto,Yes,1.0
FHAJB6VL70,61.0,108682.0,194582.0,630.0,61.0,3.0,8.94,12.0,0.82,Bachelor's,Part-time,Divorced,No,No,Home,No,1.0
N2JJ8RPMYF,43.0,98480.0,121605.0,811.0,80.0,2.0,12.85,60.0,0.8,Bachelor's,Full-time,Married,Yes,No,Education,Yes,0.0
9S61GDAWJD,29.0,117169.0,125766.0,323.0,113.0,4.0,11.46,12.0,0.6,High School,Self-employed,Single,No,Yes,Other,No,0.0
1YI261S2FR,56.0,108394.0,220126.0,669.0,36.0,4.0,22.26,48.0,0.34,Bachelor's,Part-time,Married,No,No,Auto,Yes,0.0
XTCVUJF0QG,18.0,49184.0,44732.0,482.0,119.0,3.0,7.88,36.0,0.84,High School,Part-time,Single,Yes,No,Other,Yes,0.0
AI32CM47E7,49.0,118985.0,150667.0,308.0,41.0,3.0,16.55,36.0,0.41,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,0.0
EZ0G61RKPF,32.0,126710.0,30436.0,559.0,35.0,2.0,11.16,12.0,0.13,PhD,Part-time,Married,Yes,No,Other,No,0.0
LJJ71SX0WH,42.0,92618.0,249445.0,333.0,16.0,3.0,2.44,24.0,0.13,PhD,Unemployed,Single,No,No,Business,No,1.0
DV59DCXNSP,48.0,125395.0,219103.0,662.0,108.0,1.0,13.97,12.0,0.78,Bachelor's,Part-time,Married,Yes,Yes,Business,No,1.0
WGHVBLSTA7,36.0,87336.0,224817.0,642.0,92.0,2.0,15.24,48.0,0.89,Master's,Self-employed,Divorced,No,Yes,Auto,Yes,1.0
CVW47ED3H7,44.0,115416.0,67583.0,601.0,16.0,2.0,4.32,12.0,0.29,PhD,Part-time,Single,No,No,Auto,Yes,0.0
RTWYMA7L3L,22.0,24920.0,78353.0,577.0,83.0,4.0,4.64,60.0,0.55,High School,Part-time,Single,Yes,Yes,Education,Yes,0.0
63SDWINPO5,26.0,44461.0,147138.0,438.0,39.0,4.0,12.19,48.0,0.47,Bachelor's,Self-employed,Single,Yes,No,Home,No,0.0
7MVIP3LGED,62.0,115145.0,129621.0,397.0,71.0,4.0,12.36,12.0,0.46,High School,Part-time,Divorced,Yes,No,Home,Yes,0.0
R5BTFDX045,66.0,110607.0,193255.0,341.0,76.0,4.0,5.34,48.0,0.65,High School,Part-time,Single,Yes,No,Business,No,0.0
HPY9ZVJ9BU,30.0,66128.0,193702.0,577.0,75.0,3.0,20.49,48.0,0.37,Bachelor's,Self-employed,Single,No,Yes,Business,No,1.0
PJA56VQ0Y4,18.0,126281.0,81745.0,621.0,49.0,4.0,24.5,24.0,0.58,PhD,Self-employed,Single,Yes,No,Auto,Yes,1.0
FGEBX55PKQ,34.0,60027.0,108475.0,720.0,74.0,4.0,13.31,60.0,0.74,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0.0
COXWUBG41O,54.0,35254.0,81102.0,787.0,105.0,2.0,4.65,12.0,0.36,High School,Self-employed,Single,No,No,Auto,No,0.0
RW795QT5T4,49.0,79810.0,51561.0,729.0,56.0,1.0,16.2,60.0,0.7,PhD,Full-time,Married,Yes,No,Home,No,0.0
LATGYWONJI,61.0,102095.0,129990.0,544.0,8.0,3.0,2.7,36.0,0.24,High School,Self-employed,Married,Yes,No,Other,No,0.0
C7C6XVZ6X9,62.0,17542.0,233911.0,643.0,42.0,1.0,14.78,12.0,0.66,High School,Self-employed,Married,Yes,No,Education,No,1.0
M265AZYDJM,62.0,112920.0,192715.0,510.0,72.0,2.0,8.43,60.0,0.43,High School,Part-time,Divorced,Yes,No,Other,Yes,0.0
UFDN99IBZR,36.0,69728.0,85538.0,410.0,91.0,1.0,21.4,60.0,0.81,High School,Unemployed,Divorced,No,Yes,Auto,No,1.0
SPKG7QW6HB,33.0,149097.0,64941.0,635.0,80.0,3.0,11.05,60.0,0.27,Master's,Self-employed,Divorced,Yes,Yes,Business,No,1.0
TV8TXNV73F,54.0,58544.0,41798.0,488.0,70.0,1.0,14.58,12.0,0.59,High School,Self-employed,Single,Yes,No,Business,No,0.0
OJEGGMK7YF,40.0,115328.0,124647.0,748.0,73.0,2.0,9.77,48.0,0.32,Master's,Unemployed,Married,Yes,No,Business,No,1.0
O65UIZ2TCN,58.0,57458.0,173861.0,579.0,108.0,2.0,6.19,48.0,0.34,Master's,Part-time,Married,Yes,No,Home,No,0.0
88767TZ3ZU,52.0,19130.0,88290.0,844.0,17.0,1.0,12.68,36.0,0.81,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0.0
SSTUZR2TWX,25.0,71642.0,83009.0,683.0,118.0,3.0,20.64,12.0,0.9,Bachelor's,Part-time,Single,Yes,No,Home,No,0.0
ZWYZ8CTKCF,54.0,77312.0,144463.0,749.0,5.0,2.0,24.44,36.0,0.43,PhD,Part-time,Married,No,Yes,Auto,No,1.0
B2F6JDXOZN,55.0,97471.0,176871.0,786.0,88.0,3.0,6.8,60.0,0.28,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0.0
WDIYSJ4NHQ,32.0,125098.0,225272.0,349.0,59.0,4.0,23.03,12.0,0.35,Master's,Part-time,Divorced,No,Yes,Education,Yes,1.0
UWS9XSOMTS,29.0,141199.0,176206.0,567.0,74.0,2.0,7.69,12.0,0.43,PhD,Full-time,Divorced,No,No,Education,No,0.0
QNEKVZ5L66,40.0,61016.0,53744.0,427.0,42.0,3.0,15.73,12.0,0.54,High School,Part-time,Married,Yes,No,Business,Yes,0.0
KFH7TSKZQB,25.0,81641.0,159479.0,647.0,80.0,4.0,10.91,48.0,0.19,Bachelor's,Part-time,Divorced,No,No,Education,No,0.0
4M8RESO2GO,33.0,76495.0,199579.0,406.0,33.0,1.0,2.39,24.0,0.7,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,1.0
GYIKM9N6H2,66.0,101306.0,203227.0,569.0,93.0,2.0,20.47,48.0,0.44,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,0.0
1N7ABSJHZA,28.0,81239.0,159073.0,319.0,22.0,1.0,21.87,48.0,0.11,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0.0
X7RM19JN36,33.0,138865.0,209403.0,345.0,59.0,1.0,8.53,36.0,0.26,Master's,Part-time,Married,Yes,No,Other,Yes,0.0
TE52LF7WL0,19.0,56164.0,53282.0,767.0,73.0,2.0,9.95,12.0,0.3,Master's,Unemployed,Divorced,Yes,No,Education,No,0.0
31EWUXUXT0,44.0,96539.0,105596.0,736.0,54.0,4.0,22.2,60.0,0.39,High School,Self-employed,Married,No,No,Home,No,0.0
AWT4KI5ZHH,44.0,16426.0,226270.0,483.0,33.0,3.0,20.75,60.0,0.85,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,1.0
7JJ0W5UAFL,36.0,42661.0,78633.0,549.0,66.0,4.0,4.93,60.0,0.18,High School,Full-time,Divorced,No,Yes,Business,No,0.0
LE8YO1M1ED,29.0,76087.0,172477.0,360.0,39.0,3.0,14.63,48.0,0.26,High School,Unemployed,Married,Yes,No,Auto,No,0.0
1XVZ8H1VR9,34.0,107456.0,10809.0,804.0,46.0,4.0,22.06,24.0,0.86,High School,Self-employed,Divorced,Yes,No,Education,Yes,1.0
MB3K4DUBL2,47.0,73435.0,154042.0,454.0,51.0,2.0,14.2,12.0,0.11,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0.0
UFGOP520WE,44.0,142860.0,226520.0,309.0,3.0,4.0,2.6,24.0,0.47,High School,Self-employed,Married,Yes,Yes,Business,No,0.0
0H5MN0CDPT,36.0,48330.0,176797.0,340.0,4.0,2.0,7.66,12.0,0.11,High School,Unemployed,Married,No,No,Other,No,1.0
N722MGKF5L,64.0,117735.0,124477.0,735.0,84.0,1.0,6.78,12.0,0.3,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0.0
FU2ISDI5A7,49.0,131621.0,43179.0,330.0,98.0,2.0,13.57,12.0,0.54,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0.0
MGVZAREPXB,38.0,61725.0,241322.0,584.0,114.0,3.0,11.21,36.0,0.58,Master's,Full-time,Married,Yes,Yes,Other,No,0.0
GMSJGEQT3L,66.0,132160.0,147302.0,372.0,58.0,4.0,24.84,36.0,0.38,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0.0
91AYAAD3R1,47.0,47507.0,13266.0,316.0,71.0,1.0,12.24,24.0,0.43,PhD,Unemployed,Single,No,No,Education,No,0.0
YZC4W45225,27.0,44472.0,85037.0,766.0,18.0,2.0,14.54,24.0,0.23,PhD,Self-employed,Single,No,No,Business,No,0.0
RE1UDQLI88,29.0,75485.0,17484.0,445.0,102.0,3.0,4.28,24.0,0.57,Master's,Full-time,Divorced,No,No,Business,No,0.0
8C6DQA01XK,55.0,15203.0,69971.0,726.0,71.0,4.0,8.77,60.0,0.4,PhD,Part-time,Married,No,No,Auto,Yes,0.0
A9O0JOFHJZ,69.0,20199.0,115400.0,760.0,26.0,4.0,23.03,12.0,0.7,Master's,Unemployed,Divorced,No,Yes,Other,Yes,0.0
069ITCQV3C,34.0,65864.0,209008.0,631.0,36.0,2.0,6.8,48.0,0.83,Bachelor's,Unemployed,Divorced,No,No,Education,No,0.0
SBE3DJUFR2,49.0,80888.0,174760.0,506.0,59.0,2.0,18.89,48.0,0.5,High School,Full-time,Divorced,No,No,Business,No,1.0
Y3J8V4MIQR,27.0,20339.0,104470.0,695.0,6.0,1.0,4.9,36.0,0.24,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,0.0
BYH8R70TU8,29.0,33884.0,73635.0,709.0,19.0,4.0,13.1,12.0,0.11,High School,Self-employed,Married,No,No,Auto,Yes,0.0
IA4Z4M36Z3,60.0,56194.0,248255.0,328.0,2.0,3.0,3.11,24.0,0.1,Master's,Unemployed,Single,No,Yes,Other,No,0.0
TTO04CNI0A,29.0,149713.0,227189.0,789.0,69.0,2.0,10.4,60.0,0.17,PhD,Full-time,Divorced,Yes,No,Auto,Yes,0.0
LTLWYOHJPB,39.0,66009.0,110591.0,314.0,113.0,2.0,24.06,12.0,0.82,Bachelor's,Self-employed,Married,No,No,Auto,No,1.0
VESWELX0AG,46.0,112344.0,159407.0,646.0,10.0,4.0,9.12,24.0,0.65,Master's,Part-time,Divorced,Yes,No,Home,Yes,0.0
07OQ43HZGM,56.0,33173.0,26270.0,463.0,68.0,4.0,21.28,36.0,0.48,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,1.0
1YCC8O8VSO,48.0,111973.0,247305.0,819.0,91.0,2.0,2.37,48.0,0.23,Bachelor's,Unemployed,Single,No,Yes,Home,No,0.0
VQQPQAE1OW,69.0,74279.0,174045.0,609.0,87.0,4.0,20.3,24.0,0.34,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,0.0
ALWPXBYZQ9,26.0,61095.0,164474.0,679.0,0.0,3.0,24.41,48.0,0.88,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0.0
3Q9IF3QV5X,63.0,29772.0,175318.0,487.0,115.0,3.0,13.74,12.0,0.33,Master's,Self-employed,Married,Yes,No,Business,No,1.0
PQ3S3EEM3K,37.0,62678.0,64349.0,354.0,94.0,2.0,21.6,48.0,0.58,Master's,Part-time,Divorced,Yes,No,Auto,Yes,1.0
FJZP45R3F4,40.0,130264.0,141151.0,494.0,12.0,1.0,20.26,60.0,0.18,High School,Full-time,Divorced,Yes,No,Education,No,0.0
ILO3IK7DCD,29.0,95581.0,17634.0,361.0,89.0,2.0,5.45,60.0,0.45,PhD,Unemployed,Single,No,Yes,Other,No,0.0
7DHRS7G4Q6,32.0,113599.0,102981.0,493.0,78.0,3.0,5.62,24.0,0.17,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,0.0
IR8IN6ISAO,36.0,107649.0,44284.0,541.0,17.0,1.0,6.19,60.0,0.41,Master's,Self-employed,Divorced,No,Yes,Business,Yes,0.0
C17326EVIU,34.0,124179.0,208981.0,410.0,112.0,1.0,18.36,48.0,0.28,PhD,Self-employed,Divorced,No,Yes,Education,No,0.0
T7RN02BQRO,30.0,25614.0,209002.0,616.0,52.0,1.0,3.63,60.0,0.52,High School,Full-time,Divorced,No,Yes,Education,Yes,1.0
0QJ54JG5PI,28.0,84993.0,26701.0,302.0,103.0,3.0,21.72,36.0,0.25,PhD,Part-time,Married,No,Yes,Other,Yes,0.0
LPM3WBWNLT,49.0,45261.0,216057.0,417.0,16.0,4.0,10.02,12.0,0.89,PhD,Full-time,Single,No,No,Home,Yes,0.0
9OQTKGXV4F,19.0,112937.0,215437.0,320.0,106.0,1.0,2.4,60.0,0.86,Bachelor's,Unemployed,Married,No,Yes,Other,No,0.0
RFQW05JWPK,44.0,96470.0,94895.0,680.0,80.0,4.0,20.83,12.0,0.31,Bachelor's,Unemployed,Single,No,No,Business,No,0.0
0F7G52K43F,54.0,144714.0,87419.0,752.0,84.0,2.0,18.52,60.0,0.35,High School,Self-employed,Single,Yes,Yes,Business,Yes,0.0
190HNVBAGP,22.0,55537.0,7007.0,764.0,7.0,2.0,19.75,36.0,0.72,Master's,Self-employed,Divorced,Yes,Yes,Business,No,1.0
L0IU328D13,69.0,76601.0,183562.0,732.0,0.0,4.0,2.26,12.0,0.49,Master's,Self-employed,Divorced,No,Yes,Business,No,1.0
HTRFQZZ1WF,40.0,78728.0,182278.0,573.0,25.0,2.0,20.44,60.0,0.38,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,1.0
JJAZL13EGZ,42.0,62735.0,85373.0,398.0,88.0,1.0,18.05,60.0,0.85,Master's,Full-time,Divorced,Yes,No,Education,No,0.0
JNQ8MEWF0Q,18.0,116800.0,187908.0,501.0,62.0,2.0,22.74,24.0,0.27,PhD,Unemployed,Divorced,No,No,Other,No,1.0
G498XFJ0W8,52.0,24179.0,195754.0,455.0,13.0,3.0,21.16,36.0,0.8,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0.0
BV6WQUNXXL,42.0,50661.0,31845.0,708.0,38.0,2.0,5.5,24.0,0.62,High School,Unemployed,Divorced,Yes,Yes,Home,Yes,0.0
LGVQV5LS7A,38.0,145508.0,218518.0,331.0,47.0,3.0,6.02,12.0,0.4,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,0.0
QJ3TWQSGOS,25.0,132692.0,199310.0,669.0,60.0,1.0,10.35,24.0,0.84,Bachelor's,Part-time,Married,No,No,Other,No,0.0
PUSPA0H4SE,49.0,70976.0,45024.0,720.0,14.0,4.0,2.15,48.0,0.31,PhD,Part-time,Married,No,No,Education,No,0.0
JCE2RGBM4G,55.0,76342.0,178439.0,698.0,81.0,2.0,24.99,36.0,0.76,Bachelor's,Unemployed,Divorced,No,No,Home,No,0.0
QTAE53ANLB,40.0,48640.0,10023.0,598.0,93.0,3.0,22.22,60.0,0.34,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0.0
G46PK55TNF,68.0,111030.0,65235.0,718.0,37.0,4.0,17.11,48.0,0.79,High School,Part-time,Divorced,Yes,No,Auto,No,1.0
9XKBA2JJZP,18.0,73076.0,54729.0,537.0,0.0,1.0,4.09,12.0,0.89,High School,Self-employed,Single,No,Yes,Home,No,1.0
BZLKDSNH0G,41.0,22029.0,114172.0,422.0,27.0,2.0,12.19,36.0,0.28,PhD,Part-time,Single,No,No,Home,No,1.0
7JH70DJG8W,58.0,38686.0,134181.0,635.0,97.0,4.0,16.99,12.0,0.73,Bachelor's,Full-time,Single,No,No,Business,Yes,1.0
1QC91Y11ZP,57.0,36701.0,224869.0,746.0,53.0,2.0,20.09,60.0,0.53,Master's,Part-time,Married,Yes,No,Home,Yes,1.0
4OPVX8EZ2C,33.0,97901.0,35203.0,331.0,96.0,3.0,13.22,60.0,0.69,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,1.0
0H0F3YLXDW,43.0,22422.0,62607.0,344.0,9.0,2.0,16.51,24.0,0.56,High School,Part-time,Married,Yes,No,Business,No,0.0
XP48AP6FK1,42.0,80748.0,213151.0,542.0,89.0,3.0,21.39,60.0,0.27,PhD,Full-time,Married,No,Yes,Auto,Yes,1.0
Z9WCIT8QTX,18.0,113874.0,5517.0,832.0,76.0,3.0,9.61,12.0,0.22,Master's,Full-time,Divorced,No,Yes,Business,No,0.0
M4YYJ422B7,21.0,17371.0,192259.0,697.0,54.0,1.0,19.69,48.0,0.43,High School,Unemployed,Divorced,No,No,Education,Yes,1.0
888GWCHX3B,54.0,22920.0,133281.0,546.0,105.0,4.0,21.39,24.0,0.75,High School,Part-time,Married,Yes,Yes,Home,Yes,1.0
H2MV558JAI,51.0,44101.0,135222.0,595.0,103.0,4.0,10.74,12.0,0.87,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0.0
314B2YC4NH,22.0,49328.0,149394.0,691.0,45.0,3.0,14.75,36.0,0.24,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,0.0
Y58WTDDQVF,40.0,145564.0,6824.0,388.0,68.0,2.0,8.0,36.0,0.19,High School,Unemployed,Divorced,Yes,Yes,Other,No,0.0
IFPDCPZ079,56.0,52877.0,248083.0,594.0,71.0,3.0,16.04,48.0,0.39,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0.0
QQXH1L10T4,24.0,92231.0,207424.0,633.0,37.0,4.0,19.31,36.0,0.5,Master's,Unemployed,Divorced,No,Yes,Education,Yes,1.0
I3JWX9JNKJ,28.0,30641.0,106498.0,397.0,96.0,2.0,23.91,36.0,0.14,Bachelor's,Part-time,Divorced,No,No,Home,Yes,1.0
CRTI390KKT,66.0,18557.0,39747.0,497.0,9.0,1.0,13.4,36.0,0.72,High School,Part-time,Divorced,No,No,Education,No,0.0
LF84JJ6EZK,69.0,80362.0,69797.0,838.0,107.0,1.0,5.57,48.0,0.57,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,0.0
EJE1SKOVG4,44.0,117140.0,5021.0,421.0,114.0,3.0,10.82,24.0,0.56,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0.0
758GWPESKT,40.0,94966.0,233094.0,527.0,16.0,3.0,17.45,12.0,0.59,PhD,Full-time,Single,No,Yes,Business,No,0.0
NWHH9AG9I6,24.0,19031.0,11380.0,313.0,45.0,4.0,17.2,48.0,0.15,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,1.0
OOTME9HVCM,57.0,130426.0,150090.0,411.0,65.0,4.0,6.08,48.0,0.83,Bachelor's,Part-time,Divorced,No,No,Education,Yes,0.0
35UMVDMLUN,41.0,47897.0,58305.0,849.0,62.0,3.0,2.97,12.0,0.6,High School,Full-time,Divorced,Yes,Yes,Home,No,0.0
C9O0C7SPVB,49.0,100836.0,162751.0,714.0,6.0,2.0,5.95,12.0,0.24,High School,Part-time,Married,No,No,Auto,Yes,0.0
107MMXUFHQ,28.0,138729.0,24327.0,414.0,25.0,1.0,19.61,48.0,0.37,PhD,Self-employed,Single,No,No,Other,No,0.0
VUDWUBU4AG,53.0,125154.0,107130.0,402.0,62.0,2.0,9.05,24.0,0.59,High School,Full-time,Married,No,No,Auto,No,0.0
VD82WXH04U,28.0,74563.0,26632.0,805.0,63.0,3.0,12.46,36.0,0.89,Master's,Part-time,Married,No,No,Auto,Yes,1.0
F4TXBBBU5J,52.0,41804.0,231491.0,651.0,5.0,4.0,5.29,12.0,0.5,High School,Self-employed,Divorced,Yes,No,Education,Yes,0.0
62IBCXUE0Y,25.0,34436.0,67025.0,714.0,9.0,1.0,6.34,12.0,0.63,PhD,Unemployed,Married,No,No,Other,No,1.0
5BT1B3C5DI,42.0,57575.0,164797.0,385.0,100.0,2.0,23.71,24.0,0.23,High School,Part-time,Divorced,No,Yes,Auto,No,0.0
R6XMKODF37,40.0,56004.0,230323.0,765.0,68.0,3.0,8.65,36.0,0.65,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,1.0
E8VB261AF7,43.0,71948.0,235751.0,450.0,54.0,1.0,19.73,36.0,0.22,High School,Unemployed,Single,Yes,Yes,Home,Yes,0.0
KZVHT7XH8A,39.0,115124.0,15931.0,314.0,42.0,1.0,12.89,24.0,0.42,Master's,Part-time,Divorced,Yes,Yes,Other,Yes,1.0
55DBA2UA7W,37.0,81827.0,9371.0,666.0,53.0,2.0,2.46,48.0,0.73,High School,Part-time,Divorced,Yes,No,Education,Yes,0.0
IBWFS262LO,60.0,110725.0,200495.0,438.0,31.0,3.0,7.76,60.0,0.73,PhD,Unemployed,Single,No,No,Auto,Yes,1.0
X1FJ2RY7EH,43.0,67009.0,11988.0,775.0,104.0,3.0,21.3,12.0,0.28,PhD,Self-employed,Single,Yes,Yes,Business,Yes,0.0
VR0CPHD95D,42.0,20215.0,151284.0,730.0,11.0,2.0,10.22,36.0,0.9,High School,Full-time,Single,No,Yes,Business,No,1.0
8PXSQG92OP,27.0,40613.0,89423.0,316.0,111.0,2.0,6.98,60.0,0.39,Master's,Part-time,Single,No,Yes,Education,Yes,0.0
